0.000928,0.000317,0.005255,-0.014652,0.071872,0.054009,0.000916,0.000260,0.005467,-0.015035,0.072002,0.053877,0.000915,0.000216,0.005577,-0.015373,0.072156,0.053808,0.000909,0.000147,0.005776,-0.015985,0.072525,0.053299,0.000890,0.000113,0.005946,-0.016482,0.072202,0.053911,0.000889,0.000114,0.005939,-0.016688,0.072314,0.053315,0.000867,0.000035,0.006176,-0.017320,0.072235,0.053182,0.000853,-0.000018,0.006286,-0.017793,0.071502,0.053341,0.000823,-0.000129,0.006645,-0.018866,0.070530,0.053317,0.000767,-0.000189,0.006485,-0.018520,0.066108,0.054841,0.001105,0.000026,0.007985,-0.021524,0.084528,0.096227,0.001111,-0.000060,0.008035,-0.021348,0.083637,0.096418,0.001104,-0.000082,0.008171,-0.021899,0.084049,0.095049,0.001075,-0.000147,0.008391,-0.022555,0.084155,0.093390,0.001036,-0.000133,0.008348,-0.022561,0.083047,0.092637,0.001042,-0.000202,0.008480,-0.022965,0.083037,0.090825,0.001014,-0.000236,0.008551,-0.023333,0.082582,0.088736,0.000968,-0.000212,0.008172,-0.022240,0.078523,0.088640,0.000914,-0.000269,0.008069,-0.022244,0.075903,0.084649,0.000846,-0.000346,0.007627,-0.020676,0.068414,0.082441
0.002494,0.003556,0.000297,0.002713,0.133582,0.082939,0.002474,0.003518,0.000443,0.001754,0.135252,0.082538,0.002485,0.003508,0.000424,0.001121,0.136077,0.083285,0.002421,0.003279,0.001395,-0.001953,0.139298,0.083769,0.002404,0.003115,0.002225,-0.005305,0.143577,0.083152,0.002352,0.002915,0.003179,-0.008298,0.147159,0.082004,0.002348,0.002761,0.003672,-0.010120,0.148009,0.083993,0.002296,0.002420,0.005107,-0.015155,0.152642,0.084546,0.002193,0.001827,0.007606,-0.023126,0.158849,0.085473,0.002038,0.000942,0.011044,-0.033484,0.163789,0.087924,0.003061,0.002127,0.011328,-0.027888,0.194861,0.161848,0.003047,0.002154,0.011169,-0.028102,0.194999,0.161410,0.003039,0.002052,0.011309,-0.028610,0.194196,0.161791,0.002963,0.001869,0.011891,-0.030887,0.196258,0.159321,0.002919,0.001726,0.012508,-0.033380,0.197393,0.157775,0.002855,0.001647,0.012565,-0.033875,0.196537,0.157148,0.002825,0.001407,0.013364,-0.036756,0.198207,0.153578,0.002678,0.001109,0.014315,-0.040119,0.197928,0.151019,0.002556,0.000624,0.015625,-0.044668,0.196852,0.146240,0.002324,0.000130,0.016638,-0.048260,0.188906,0.142731
0.005768,0.012193,-0.021885,0.082623,0.171984,0.123379,0.005662,0.012585,-0.023243,0.083724,0.173098,0.125580,0.005644,0.012490,-0.022873,0.079994,0.181534,0.125298,0.005479,0.012155,-0.021226,0.071895,0.196252,0.124565,0.005386,0.011875,-0.020259,0.066025,0.206731,0.126491,0.005320,0.011605,-0.019042,0.060303,0.215831,0.126120,0.005179,0.011258,-0.017086,0.051114,0.228503,0.127826,0.004995,0.010254,-0.012548,0.034299,0.249031,0.130269,0.004760,0.008205,-0.003246,0.003910,0.281955,0.132243,0.004412,0.004910,0.010409,-0.036271,0.314718,0.140933,0.007017,0.009797,-0.000982,0.023242,0.303501,0.257385,0.006984,0.009584,-0.000595,0.020613,0.309002,0.254736,0.006865,0.009541,-0.000331,0.017265,0.314710,0.253955,0.006701,0.009353,0.000339,0.011599,0.322845,0.253011,0.006514,0.008873,0.002340,0.002818,0.334126,0.249632,0.006406,0.008466,0.003662,-0.003046,0.341433,0.246433,0.006221,0.007997,0.005958,-0.013029,0.352336,0.241878,0.005913,0.006827,0.010085,-0.027718,0.364040,0.238660,0.005551,0.005157,0.016617,-0.050727,0.380701,0.231549,0.005011,0.002637,0.024999,-0.075766,0.382819,0.232812
0.009407,0.019544,-0.040182,0.174005,0.135102,0.136538,0.009206,0.020423,-0.043774,0.178709,0.138861,0.138413,0.009051,0.020864,-0.046529,0.179483,0.152422,0.137656,0.008656,0.022107,-0.052128,0.183632,0.166304,0.141965,0.008355,0.022450,-0.053931,0.178806,0.186842,0.144507,0.008188,0.022354,-0.052912,0.169369,0.207394,0.142452,0.007909,0.021994,-0.051660,0.157773,0.229749,0.146852,0.007581,0.020484,-0.044719,0.127703,0.273762,0.149760,0.007102,0.016751,-0.027615,0.070785,0.339715,0.155718,0.006525,0.010904,-0.001995,-0.008176,0.412432,0.171488,0.011117,0.017840,-0.019496,0.112497,0.299333,0.286494,0.010997,0.018096,-0.020991,0.113186,0.305741,0.286696,0.010700,0.018186,-0.021599,0.108449,0.322918,0.283541,0.010322,0.018711,-0.024694,0.106973,0.338045,0.286448,0.009894,0.018450,-0.023585,0.094396,0.364257,0.282955,0.009650,0.018771,-0.025424,0.091890,0.372061,0.285627,0.009323,0.018101,-0.022466,0.075433,0.395825,0.284213,0.008843,0.016042,-0.013974,0.042330,0.435827,0.278989,0.008169,0.012656,0.000408,-0.007878,0.483005,0.276848,0.007383,0.007340,0.020943,-0.071389,0.521710,0.280381
0.013675,0.019985,-0.027474,0.201291,0.106580,0.124923,0.013196,0.022333,-0.038389,0.221689,0.103254,0.130802,0.012651,0.023918,-0.047217,0.235218,0.117448,0.130391,0.012047,0.027451,-0.064378,0.260595,0.129813,0.137852,0.011257,0.030310,-0.078561,0.279731,0.141143,0.148660,0.010875,0.031342,-0.083087,0.279311,0.161013,0.150229,0.010358,0.031764,-0.084864,0.267437,0.197453,0.153321,0.009649,0.030879,-0.080673,0.235324,0.255334,0.160881,0.008869,0.026275,-0.058915,0.157060,0.350476,0.172415,0.008105,0.017569,-0.020019,0.035365,0.469239,0.192637,0.015315,0.020901,-0.016650,0.162677,0.260285,0.273935,0.015001,0.022584,-0.025174,0.178006,0.260477,0.280333,0.014357,0.024736,-0.036513,0.196663,0.264589,0.289403,0.013688,0.026029,-0.044627,0.200900,0.297897,0.287290,0.012980,0.027091,-0.050846,0.201007,0.325783,0.291732,0.012675,0.027529,-0.053644,0.196271,0.347246,0.292835,0.012002,0.027820,-0.054500,0.181844,0.379542,0.297461,0.011158,0.026032,-0.046064,0.138351,0.442748,0.296928,0.010344,0.021110,-0.025026,0.062159,0.525319,0.299993,0.009270,0.012530,0.010851,-0.050047,0.616924,0.305304
0.014598,0.015395,-0.001849,0.156360,0.067733,0.092729,0.014336,0.016420,-0.010107,0.175284,0.071016,0.094239,0.013612,0.020451,-0.030031,0.214227,0.066249,0.102109,0.012632,0.024510,-0.052786,0.255409,0.074426,0.109324,0.011616,0.028376,-0.072185,0.286071,0.085590,0.118329,0.011064,0.030792,-0.083772,0.300750,0.095841,0.124299,0.010365,0.032535,-0.092747,0.303630,0.124937,0.130702,0.009469,0.032872,-0.093295,0.277308,0.186605,0.136650,0.008600,0.029019,-0.075326,0.203242,0.283762,0.149977,0.007761,0.019773,-0.033288,0.070843,0.415515,0.170860,0.015980,0.017902,-0.001840,0.147039,0.169821,0.211927,0.015536,0.019693,-0.011731,0.167787,0.171411,0.217330,0.014896,0.022063,-0.025760,0.194916,0.178191,0.223678,0.013846,0.025289,-0.044195,0.224947,0.196880,0.231211,0.012992,0.027674,-0.057932,0.240969,0.221545,0.238485,0.012456,0.028742,-0.063840,0.242902,0.242839,0.241891,0.011708,0.030011,-0.069771,0.236838,0.277581,0.248213,0.010812,0.028548,-0.063603,0.194805,0.350163,0.249027,0.009904,0.024160,-0.043425,0.114097,0.446877,0.256158,0.008793,0.015182,-0.004699,-0.009108,0.555455,0.269292
0.015185,0.011764,0.017364,0.108564,0.049281,0.067893,0.014821,0.013356,0.007685,0.133662,0.048426,0.070837,0.014064,0.016049,-0.009000,0.173592,0.045270,0.077426,0.012962,0.020748,-0.036727,0.231023,0.042728,0.088072,0.011858,0.025579,-0.062407,0.276633,0.047147,0.098092,0.011075,0.028251,-0.076184,0.297862,0.054298,0.104455,0.010304,0.030602,-0.088587,0.307243,0.084734,0.107706,0.009198,0.032694,-0.097856,0.299796,0.132837,0.119237,0.008191,0.030389,-0.086239,0.236279,0.225992,0.133136,0.007276,0.021289,-0.044649,0.102243,0.364061,0.152165,0.016236,0.013866,0.017907,0.099994,0.133405,0.152406,0.015803,0.015941,0.005795,0.131177,0.125668,0.162764,0.015083,0.018886,-0.011868,0.171911,0.123571,0.173987,0.013854,0.022386,-0.033900,0.215591,0.136654,0.184032,0.012894,0.025728,-0.054069,0.248165,0.153966,0.194333,0.012294,0.027159,-0.062123,0.254334,0.178062,0.196131,0.011424,0.029283,-0.072469,0.257320,0.212360,0.203076,0.010308,0.029795,-0.075684,0.235947,0.269369,0.215879,0.009256,0.026224,-0.059110,0.160285,0.367961,0.228109,0.008220,0.017011,-0.017683,0.025935,0.497724,0.239451
0.016051,0.010281,0.029497,0.072659,0.046083,0.050695,0.015695,0.011907,0.019963,0.104430,0.037461,0.057641,0.015073,0.013503,0.007291,0.143304,0.036252,0.062914,0.013832,0.016702,-0.015763,0.199380,0.038375,0.070630,0.012537,0.022615,-0.048475,0.264665,0.028554,0.085684,0.011796,0.025469,-0.065032,0.292407,0.035166,0.091012,0.010708,0.030060,-0.087936,0.325518,0.047807,0.101490,0.009467,0.033309,-0.102855,0.328410,0.096030,0.110322,0.008191,0.032487,-0.098829,0.279841,0.182975,0.126332,0.007226,0.024335,-0.060296,0.146894,0.328249,0.144137,0.016762,0.012695,0.026743,0.073808,0.107266,0.121151,0.016493,0.014460,0.016624,0.105636,0.100283,0.131733,0.015777,0.016370,0.002821,0.146519,0.099716,0.142480,0.014690,0.019697,-0.021053,0.202410,0.106277,0.155713,0.013395,0.024027,-0.046712,0.251838,0.113597,0.171111,0.012743,0.026485,-0.060682,0.272011,0.128513,0.177630,0.011654,0.029587,-0.077465,0.291213,0.153657,0.189642,0.010488,0.031154,-0.085502,0.276996,0.217351,0.199106,0.009313,0.028817,-0.073874,0.207982,0.322184,0.212066,0.008152,0.019984,-0.033162,0.069579,0.465451,0.226078
0.014800,0.009576,0.029739,0.048222,0.036230,0.037144,0.014942,0.010212,0.025747,0.072324,0.032907,0.041674,0.014346,0.011476,0.015067,0.114249,0.025320,0.049953,0.013263,0.014444,-0.007612,0.176850,0.018469,0.060934,0.012101,0.018004,-0.031605,0.228581,0.022271,0.068245,0.011309,0.021505,-0.051247,0.264802,0.021231,0.075888,0.010231,0.026339,-0.076260,0.304206,0.030075,0.085977,0.008914,0.030881,-0.098962,0.327462,0.060600,0.099598,0.007548,0.030888,-0.098380,0.286287,0.145048,0.112188,0.006526,0.024298,-0.066566,0.167920,0.279266,0.131337,0.015343,0.011991,0.024912,0.054924,0.076797,0.093010,0.015424,0.012378,0.022354,0.076061,0.078885,0.098860,0.015014,0.013793,0.011625,0.115953,0.077845,0.109762,0.013988,0.016227,-0.009034,0.174059,0.080422,0.124693,0.012760,0.020551,-0.035971,0.231029,0.081093,0.142132,0.011986,0.023267,-0.052431,0.259954,0.088408,0.151790,0.010923,0.026694,-0.070743,0.283030,0.114305,0.161056,0.009699,0.029534,-0.085826,0.286720,0.163812,0.176023,0.008433,0.027844,-0.077404,0.225022,0.266710,0.188958,0.007395,0.020318,-0.041546,0.095772,0.408482,0.204363
0.013209,0.009179,0.025408,0.034137,0.027366,0.027992,0.013644,0.009639,0.024557,0.054689,0.024232,0.032403,0.013566,0.009864,0.020172,0.087386,0.021390,0.038288,0.012747,0.010470,0.007076,0.137810,0.020584,0.046074,0.011516,0.014296,-0.018047,0.197412,0.013132,0.057333,0.010893,0.017191,-0.035828,0.231564,0.014029,0.062895,0.009706,0.022185,-0.062211,0.277115,0.016513,0.073463,0.008356,0.027245,-0.088361,0.309953,0.041142,0.085189,0.007026,0.029441,-0.098242,0.294073,0.104848,0.101220,0.005936,0.024291,-0.072400,0.189590,0.230660,0.117726,0.013707,0.010119,0.024996,0.033629,0.064168,0.066733,0.014176,0.010658,0.024026,0.053306,0.065056,0.073246,0.014060,0.011821,0.016370,0.091612,0.060318,0.086386,0.013211,0.013109,0.001017,0.145004,0.062916,0.100362,0.011949,0.016871,-0.023322,0.202139,0.060932,0.117793,0.011268,0.019054,-0.038041,0.229877,0.070383,0.124037,0.010253,0.023372,-0.062363,0.270819,0.078018,0.140658,0.009018,0.027188,-0.082155,0.286647,0.119411,0.155697,0.007748,0.027017,-0.080766,0.241955,0.212695,0.168308,0.006701,0.020854,-0.050682,0.125694,0.348060,0.185169
